query,business_name,review_rating,review_text,review_photos,review_tags,datetime_utc,timestamp,review_id,author_title,author_friend_count,author_photo_count,author_reviews_count,author_location,author_image,author_id,author_url,owner_reply,owner_reply_title,owner_reply_datetime_utc,owner_reply_timestamp,next_page_cursor,page_name,Bank Name
https://www.yelp.com/biz/northwest-community-bank-winsted-3?osq=Northwest Community Bank,Northwest Community Bank,5.0,"Wow and shocking review about service at NWC.  We have been with NWC for more than 40 years and have never seen such behavior with any of the branches. NWC is a great community bank they serve the community with all banking service and more.  They even look at your accounts daily, and will call you if there is unusual activity!  They are friendly, and are part of the community. They do many charitable events for the community. They are there for your major financial events in life, and daily needs. I would go on a vacation with any one of them!  Thank You Northwest Community Bank!  Tom and Nancy, Barkhamsted",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",04/15/2022 17:22:44,1650043364.0,sqlMMQIEr8qNPEyFwrZbQA,Nancy K D.,0.0,0.0,1.0,"San Francisco, CA",,KWQsMPoM4K08JfPkPG_k1w,https://www.yelp.com/user_details?userid=KWQsMPoM4K08JfPkPG_k1w,,,,,,northwest-community-bank-winsted-3_1.csv,Northwest Community Bank
https://www.yelp.com/biz/northwest-community-bank-winsted-3?osq=Northwest Community Bank,Northwest Community Bank,1.0,"I have a pretty good amount in my checking and savings account, so I wanted to put it towards my retirement and invest it , seeing its not makeing me a dime where it is,I call the girl who I originally opened my other two accounts there,and after waiting like ten minuites ,she answers and I tell her who I am and I want to open an IRA ,she says let me get you someone who can help you with that( and just totally blows me rite off, like its not her job.),I get switched back to front desk who did not have clue,I think this is very rude and ignorant knowing  that I oopened two previos accounts there,As a buisness man I,m pissed and takeing my funds out of this ignorant bank and going somewhere that treats me like a costomer.I wanted to stay with a local bank ,but I guess sometimes its just not worth it.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",09/28/2021 17:59:02,1632851942.0,VI4lDPzsg9DBo_PjB69zNA,Michael M.,0.0,0.0,5.0,"Farmington, CT",,NMN4F1dp8UoSlZJ6SCrUuQ,https://www.yelp.com/user_details?userid=NMN4F1dp8UoSlZJ6SCrUuQ,,,,,,northwest-community-bank-winsted-3_1.csv,Northwest Community Bank
https://www.yelp.com/biz/bankwell-in-north-haven-north-haven?osq=Bankwell Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,bankwell-in-north-haven-north-haven_1.csv,Bankwell Bank
https://www.yelp.com/biz/the-milford-bank-milford-3?osq=Milford Bank,The Milford Bank,5.0,"Used to work for a credit union and always felt banks were cold & impersonal. I opened an account with Milford Bank years ago and have been happy with them ever since. They have a wide variety of locations, great hours, friendly staff, online banking and now mobile banking. I am very happy with their service and feel like they actually appreciate their customers!!!",[],"{'helpful': 1, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",07/24/2012 21:52:22,1343166742.0,uzw2hXeMSHeFCc7m02WgWA,Karen T.,5.0,1.0,17.0,"Milford, CT",https://s3-media0.fl.yelpcdn.com/photo/Osb8CM42bLG_d3T9STv92A/180s.jpg,uJjIXahIlKlztScIRimgGw,https://www.yelp.com/user_details?userid=uJjIXahIlKlztScIRimgGw,,,,,,the-milford-bank-milford-3_5.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/torrington-savings-bank-goshen-2?osq=Torrington Savings Bank,Torrington Savings Bank,4.0,"The Torrington Savings Bank office in Goshen is a nice location; they have a fair amount of parking, picnic table in the back, and a drive up ATM and teller. When it was originally being built, I found the TV ads showing the plowed up landscape under the voice-over touting their rock solid foundation in Litchfield County ironically hilarious. Now, the interior is a pretty marble so they have that solid footing, I suppose. The tellers and employees have always been very nice. The only constant negative: there is a speed bump/drainage line from Heck between the bank and the parking lot for the post office/liquor store. Seriously, whoever approved it must have a financial interest in a local autobody shop. Save your front end, and if you need to go from parking lot to the other, just go back on the road and turn that way.",['https://s3-media0.fl.yelpcdn.com/bphoto/013ae063s0gcXrZk2thjeg/348s.jpg'],"{'helpful': 11, 'thanks': 0, 'love_this': 11, 'oh_no': 0}",01/04/2022 15:48:00,1641311280.0,7EEzK_XqKYv_t4E5kn-uBA,Tricia B.,1399.0,12997.0,1134.0,"Litchfield, CT",https://s3-media0.fl.yelpcdn.com/photo/vRpjc3QQQvKTXkILwg5tbA/180s.jpg,p9vAOd-h58DhUBgIVwSqKg,https://www.yelp.com/user_details?userid=p9vAOd-h58DhUBgIVwSqKg,,,,,,torrington-savings-bank-goshen-2_3.csv,Torrington Savings Bank
https://www.yelp.com/biz/chelsea-groton-bank-salem-2?osq=Chelsea Groton Bank,Chelsea Groton Bank,1.0,out of all the banks i have this has to be the worst bank ever and the regional manager has an attitude problem they close your account without no notice block your online account whenever they feel like it and it's just horrible do not recommend banking with them,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",08/02/2023 13:57:28,1690984648.0,pBzGst1R9myytlnpFIzeIQ,Nydia O.,0.0,0.0,1.0,"Miami, FL",,kpW4pKbskHqKd3nBuwRK8g,https://www.yelp.com/user_details?userid=kpW4pKbskHqKd3nBuwRK8g,"Hi, Nydia, customer feedback helps us understand experiences and needs of our community, with this said, we really need to better understand your situation.  May you please call Lori Dufficy, EVP and Chief Experience & Engagement Officer at 860-448-4184, she is aware of your feedback and looks forward to speaking with you.",Krissa B.,08/04/2023 14:29:27,1691159367.0,,chelsea-groton-bank-salem-2_1.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/savings-bank-of-danbury-danbury-2?osq=Savings Bank of Danbury,Savings Bank of Danbury,4.0,"The staff is always so kind no matter a phone call or entering the branch. 

I barely ever have issues except for an on going issue where our biz account has a note giving a specific request for each deposit but they never do it. I have to call every couple of months for them to go back & do it. They apologize, say they always have new ppl so that's why it doesn't get done. I've kinda just accepted it. It's not the worse thing to happen all though it is a pain to deal with. 

All in all my experience has been great over the years.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/30/2024 16:26:55,1711816015.0,r7BGzzo9cG-uWL70MgPEow,L D.,2.0,10.0,32.0,"Danbury, CT",https://s3-media0.fl.yelpcdn.com/photo/YIeBMrKkYu3jZxRsTjWfng/180s.jpg,MGeyOAfbSiJ7zgprBXL3MQ,https://www.yelp.com/user_details?userid=MGeyOAfbSiJ7zgprBXL3MQ,,,,,,savings-bank-of-danbury-danbury-2_10.csv,Essex Savings Bank
https://www.yelp.com/biz/fairfield-county-bank-norwalk?osq=Fairfield County Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,fairfield-county-bank-norwalk_6.csv,Fairfield County Bank
https://www.yelp.com/biz/union-savings-bank-new-milford?osq=Union Savings Bank,Union Savings Bank,1.0,"I personally don't like this bank (not the branch) They will take OD fees from your account even when they are at fault. They will let ATM fraud occur on your account and never think its suspicious that two payments come out at the same time not even a minute apart. Meanwhile I can log into online banking from the same device every time, get locked out and that's suspicious to them...really, is the fraud even a little suspicious? Then make you wait for days to figure it out. Meanwhile you're on vacation missing hundreds of dollars and they won't just replace it and deal with the merchant at the same time.

Chase will put your money back so as not to inconveince you. And they will get their money from the merchant or theiving ATM whomever took it fraudulently. They don't have their customers deal with it. Do not put your money in this bank you are better off giving it away!!!",[],"{'helpful': 1, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",12/01/2016 14:43:57,1480603437.0,H5RWCsEh7uzGr0DcEViZ4w,AJ K.,0.0,73.0,61.0,"New York, NY",https://s3-media0.fl.yelpcdn.com/photo/du0ziWJbMbsqUqTl_J03fA/180s.jpg,2VDX-6xf83kQpAP-GRBDDg,https://www.yelp.com/user_details?userid=2VDX-6xf83kQpAP-GRBDDg,,,,,,union-savings-bank-new-milford_15.csv,Union Savings Bank
https://www.yelp.com/biz/union-savings-bank-new-milford?osq=Union Savings Bank,Union Savings Bank,1.0,"Use to think this was a nice small town bank, now that they want to charge me $5 to cash my paycheck I realized it is just another blood sucking bank that doesn't care about people.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/21/2014 18:00:32,1395424832.0,8KB6fOdf_p4q5NLbgQcBEQ,Chris G.,23.0,12.0,43.0,"New Milford, CT",https://s3-media0.fl.yelpcdn.com/photo/2qgIPxYZu7MkAUYwHNFjrg/180s.jpg,wZTqiyEGskseH2ixnUUt7g,https://www.yelp.com/user_details?userid=wZTqiyEGskseH2ixnUUt7g,,,,,,union-savings-bank-new-milford_15.csv,Union Savings Bank
https://www.yelp.com/biz/dime-bank-norwich?osq=Dime Bank,Dime Bank,1.0,"i switched to this bank from the other local one i had previously been doing my banking at. i decided to switch as it was closer to my home big mistake!!!  after my phone experience with them not once ....twice....but after  the ""third time""  i was totally disgusted with the way they have their customer phone system set up!! when you call it goes directly to the main office with ""no option "" to speak directly to a certain branch!! ( ridiculous!) the recording automatically puts you in a "" so called ""q"" then proceeding to tell you what call you are & your wait time!!!  well .... the 1st time i was caller #2 w wait time of 8 minutes (again ridiculous) 2nd time i was caller #6 w wait time of 14 minutes... 3rd & last time i was caller # 9 w wait time of 25 minutes!!! i felt as though i was calling a radio station to win concert tickets ... but w this bank you dont win anything!!! it was urgent that i speak w an employee as my debit card was stolen & it was being used racking up astronomical chargers in the meantime!!! dime bank is the worst bank ive ever dealt with.....never again!! after all the problems i had entailed with this ""unprofessional "" business i was done with them!!! so unacceptable & very unprofessional!!!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",12/03/2022 09:30:20,1670059820.0,EIKi6FUeF_bWSlPOvEQ3eA,Mary M.,0.0,0.0,8.0,"Lisbon, CT",,FsTOdZhmNqhym044yqxk5A,https://www.yelp.com/user_details?userid=FsTOdZhmNqhym044yqxk5A,,,,,,dime-bank-norwich_3.csv,Dime Bank
https://www.yelp.com/biz/dime-bank-norwich?osq=Dime Bank,Dime Bank,5.0,"this is my local bank. I go there because, everyone that works there is very friendly, and they have been extremely helpful correcting problems  I have had in past banking situations",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",05/17/2017 01:33:31,1494984811.0,EX8uyGhuhA5ymngQ_ZQTLg,Dave K.,2.0,19.0,32.0,"Uncasville, CT",https://s3-media0.fl.yelpcdn.com/photo/XmDGvX3uYpEX3RqcoOwV4g/180s.jpg,3eddp7eW_Nv_2yFdD9SEcA,https://www.yelp.com/user_details?userid=3eddp7eW_Nv_2yFdD9SEcA,,,,,,dime-bank-norwich_3.csv,Dime Bank
https://www.yelp.com/biz/stafford-savings-bank-stafford-springs-5?osq=Stafford Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,stafford-savings-bank-stafford-springs-5_0.csv,Stafford Savings Bank
https://www.yelp.com/biz/chelsea-groton-bank-norwich-3?osq=Chelsea Groton Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,chelsea-groton-bank-norwich-3_10.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/guilford-savings-bank-north-branford-2?osq=Guilford Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,guilford-savings-bank-north-branford-2_5.csv,Guilford Savings Bank
https://www.yelp.com/biz/liberty-bank-berlin?osq=Liberty Bank,Liberty Bank,1.0,"Liberty Bank contacted ME (again they contacted ME) that there might be some fraudulent charges on our debit card. We checked and there were totaling about $160. One was for a raffle for cookware another from a gym membership and another for a VPN account. The next day we went to the bank and cancelled the card and got a replacement. They bank could not do anything with the transactions at the time because they were ""Pending"" We left the next day for vacation and returned a week later and went to the bank to fill out the fraudulent claim paperwork. Approximately 10 days later we received letters saying they were valid transactions. We then called Liberty and they said they would send us the docs involved in them calling valid transactions. Never got them. Called again and basically told them ""why would come to bank the next day, cancel my card, get a new one, then the same day we get back from vacation go to the bank to fill out paperwork. For my health? So Liberty Bank is relying on some fraudulent data they got instead of an life long customer. Unfortunately Liberty is the only bank in my town and if there was one called Joe's Bank or Not safe Bank I would pull my accounts in a minute. All the good this bank fid for me over the past 50 years went away when they believe some fraudulent person and not a life long customer. Stay Away if you want to keep your money safe.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",07/20/2023 19:05:08,1689879908.0,72wr64JetSws6SZ-4iChYQ,James L.,0.0,0.0,5.0,"Middletown, CT",,bQat_Na-fuzBlNnKzZGpNg,https://www.yelp.com/user_details?userid=bQat_Na-fuzBlNnKzZGpNg,,,,,,liberty-bank-berlin_2.csv,Liberty Bank
https://www.yelp.com/biz/liberty-bank-berlin?osq=Liberty Bank,Liberty Bank,5.0,"My relationship with TD bank needed to end after 18 months, and countless fees, penalties, and frustrations.

As was true of TD back then, I will remain cautiously optimistic about Liberty for now. But for the past month, they've been pretty spankin' fantastic. That BreakFree checking account they've got has pretty much everything you could ask for:

-No minimum balance
-$100 bonus if you attach a direct deposit
-Refund of other banks' ATM fees at the end of the billing cycle
-A solid online banking system with bill pay and phone app
-One free bank check per month
-Free MasterCard debit
-A really good ATM with envelope-free deposits

We even got a hand-written card from our banker just yesterday. Yeah, it's a bit of a marketing gimmick, but nevertheless proof that they aren't one of those banks that's too big to fail, or too big to treat people like people.",[],"{'helpful': 2, 'thanks': 0, 'love_this': 3, 'oh_no': 0}",11/30/2013 23:25:42,1385853942.0,i_sqE77ZzT9D3D3iQzAKsg,Jason M.,120.0,25.0,1080.0,"Berlin, CT",https://s3-media0.fl.yelpcdn.com/photo/YfM85ksSRNC12vQVfl62sw/180s.jpg,YpQeAaEP0iIhXcg3ZW7vBA,https://www.yelp.com/user_details?userid=YpQeAaEP0iIhXcg3ZW7vBA,,,,,,liberty-bank-berlin_2.csv,Liberty Bank
https://www.yelp.com/biz/liberty-bank-berlin?osq=Liberty Bank,Liberty Bank,5.0,"A newer branch that opened in the past year. This bank has been taking care of my family for years, and I continue to use their services. The tellers are always friendly and know their customers by name. 
Convenient  hours are such a huge plus for a bank, open Saturdays until 3, and open later into the evenings as well. 
Another thumbs up for the drive-through teller, and ATM!!!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",12/03/2010 14:40:51,1291387251.0,h3U3hwgoFy6Xr2bwYnZHrw,Megan R.,71.0,243.0,149.0,"Rocky Hill, CT",https://s3-media0.fl.yelpcdn.com/photo/b6IAsGvosB-DB3rYXClmrA/180s.jpg,qg4neyssHzT5nFKETE7VsA,https://www.yelp.com/user_details?userid=qg4neyssHzT5nFKETE7VsA,,,,,,liberty-bank-berlin_2.csv,Liberty Bank
https://www.yelp.com/biz/union-savings-bank-canton?osq=Union Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,union-savings-bank-canton_2.csv,Union Savings Bank
https://www.yelp.com/biz/newtown-savings-bank-monroe?osq=Newtown Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,newtown-savings-bank-monroe_11.csv,Newtown Savings Bank
https://www.yelp.com/biz/chelsea-groton-bank-glastonbury-2?osq=Chelsea Groton Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,chelsea-groton-bank-glastonbury-2_0.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/savings-bank-of-danbury-new-milford?osq=Savings Bank of Danbury,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,savings-bank-of-danbury-new-milford_1.csv,Essex Savings Bank
https://www.yelp.com/biz/thomaston-savings-bank-bristol-2?osq=Thomaston Savings Bank,Thomaston Savings Bank,2.0,"Despite what *could* be the most convenient bank I ever had, over the last six years I've shared a neighborhood with this bank, we've had a bit of a rocky start.

The first two times I visited the bank, I needed something notarized. I was told to take a seat and I would be helped. Despite no additional customers entering the bank between the time I entered and the entire time I waited, I was left sitting for over 20 minutes. Feeling abandoned and forgotten both times, I went to the UPS store across the street. I now don't bother considering Thomaston Savings Bank for my notary needs. Most recently, I came in, wearing my work uniform, with one dollar and asked for 2 rolls of pennies. Nothing crazy, just 2 rolls. Why did I ask for these rolls? Because the manager at my workplace was on vacation and left us without pennies by mistake. Since Thomaston Savings Bank is very close to my workplace, and because it's even closer to home, I figured I'd stop by on my way to work. I didn't even get to explain the importance of my work emergency (and how my work's bank is the next town over and how I have no vehicle or way to get there), because I was sternly informed that was a service for their customers only. It was disheartening, considering how they *seem* like a community bank, and how a request for 2 rolls of pennies in an extenuating circumstance is an extremely low risk transaction, with an opportunity to gain both a new customer, and let the person know that Thomaston Savings Bank is a helpful member of the community. 

These three experiences caused me to no longer consider starting a relationship with this bank, despite how temptingly close it is to my home, despite how fancy the atm machine is, nor how bright and welcoming the facility seems. It's kinda a shame, but I don't like feeling ignored and turned away by my community bank.

In the end, another bank in the area happily exchanged my dollar for 2 rolls of pennies. So it's not like a bank *couldn't* do it for a non-customer, it's just Thomaston Savings Bank *won't* do it for a non-customer.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",04/11/2022 07:10:07,1649661007.0,ATWl7k01aNViTryQXlGQsQ,Mel B.,44.0,136.0,122.0,"Bristol, CT",https://s3-media0.fl.yelpcdn.com/photo/zoZivo8nHFqoPm4S1bmhQw/180s.jpg,b2FuA9zF7b0JCHuBBgKsBg,https://www.yelp.com/user_details?userid=b2FuA9zF7b0JCHuBBgKsBg,,,,,,thomaston-savings-bank-bristol-2_1.csv,Thomaston Savings Bank
https://www.yelp.com/biz/bankwell-in-wilton-wilton?osq=Bankwell Bank,Bankwell in Wilton,1.0,"Bar none the worst you could pissibly imagine. Bare customer service. Was very nice years ago but a steady donward spiral  of unknowledgeable and unhelpful staff. Their  entire system needs a complete overhaul, or raze it.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",08/23/2022 06:18:14,1661235494.0,LDMDo0x1Wcp4XVdR4g8W2w,James P.,0.0,2.0,42.0,"New Canaan, CT",,_U-EQ0Nhj_STdVDFWucw_w,https://www.yelp.com/user_details?userid=_U-EQ0Nhj_STdVDFWucw_w,,,,,,bankwell-in-wilton-wilton_3.csv,Bankwell Bank
https://www.yelp.com/biz/newtown-savings-bank-southbury-2?osq=Newtown Savings Bank,Newtown Savings Bank,1.0,No such thing as overdraft protection here. They take fees out for everything!! Don't waste your time here you'll lose more money then you put in!,[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",10/18/2023 16:54:46,1697648086.0,Qd0i-0ISPcPosTeZlYVfdw,Giorgia K.,0.0,0.0,3.0,"CT, CT",,UYztWz56EkXijPrqaQqbkA,https://www.yelp.com/user_details?userid=UYztWz56EkXijPrqaQqbkA,,,,,,newtown-savings-bank-southbury-2_3.csv,Newtown Savings Bank
https://www.yelp.com/biz/fairfield-county-bank-bridgeport?osq=Fairfield County Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,fairfield-county-bank-bridgeport_1.csv,Fairfield County Bank
https://www.yelp.com/biz/dime-bank-new-london?osq=Dime Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,dime-bank-new-london_4.csv,Dime Bank
https://www.yelp.com/biz/chelsea-groton-bank-new-london-2?osq=Chelsea Groton Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,chelsea-groton-bank-new-london-2_11.csv,Chelsea Gronto Bank
https://www.yelp.com/biz/thomaston-savings-bank-harwinton?osq=Thomaston Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,thomaston-savings-bank-harwinton_7.csv,Thomaston Savings Bank
https://www.yelp.com/biz/fairfield-county-bank-fairfield-2?osq=Fairfield County Bank,Fairfield County Bank,1.0,"Absolutely archaic technology solutions from resetting your online banking password to random debit card blocking without notice at the branch level. Their locations are inconvenient, impossible to manage an issue after hours, my list goes on. Steer CLEAR!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",12/29/2023 21:43:34,1703886214.0,SfLX6qdDfoRY0BIUbXstjA,Danielle B.,27.0,0.0,1.0,"CT, CT",,jT27IwxjYV08iYhovvAwdA,https://www.yelp.com/user_details?userid=jT27IwxjYV08iYhovvAwdA,,,,,,fairfield-county-bank-fairfield-2_2.csv,Fairfield County Bank
https://www.yelp.com/biz/fairfield-county-bank-fairfield-2?osq=Fairfield County Bank,Fairfield County Bank,5.0,"I went to this bank yesterday and all the tellers, Nilsa, Ana, and Jana were friendly!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",02/25/2023 13:55:51,1677333351.0,ROgoQ_dOdJ_sW46EgOfCQA,Maria M.,0.0,0.0,1.0,"Fairfield, CT",https://s3-media0.fl.yelpcdn.com/photo/M7fAuGF1I0r9KJW7z9h35A/180s.jpg,ifiDC9hhGOXiL1TBWsGOWA,https://www.yelp.com/user_details?userid=ifiDC9hhGOXiL1TBWsGOWA,,,,,,fairfield-county-bank-fairfield-2_2.csv,Fairfield County Bank
https://www.yelp.com/biz/fairfield-county-bank-fairfield-2?osq=Fairfield County Bank,Fairfield County Bank,1.0,"went to this BANK TO break a $100 bill.
after buzzing me in, they told me that only broke a large bill for a customer.
they said that it was their policy.
how to these jokers expect to get me as a new customer with a policy like that!
well...
never!
pass this bank, AS every other bank will help!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",05/25/2017 13:13:51,1495718031.0,diFtzow6EEUa5xVonptFHw,Robert R.,0.0,0.0,8.0,"Stamford, CT",,7nknJLY44GCrlxMSOv_IdA,https://www.yelp.com/user_details?userid=7nknJLY44GCrlxMSOv_IdA,,,,,,fairfield-county-bank-fairfield-2_2.csv,Fairfield County Bank
https://www.yelp.com/biz/newtown-savings-bank-southbury-3?osq=Newtown Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,newtown-savings-bank-southbury-3_10.csv,Newtown Savings Bank
https://www.yelp.com/biz/essex-savings-bank-essex-3?osq=Essex Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,essex-savings-bank-essex-3_1.csv,Essex Savings Bank
https://www.yelp.com/biz/dime-bank-uncasville?osq=Dime Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,dime-bank-uncasville_5.csv,Dime Bank
https://www.yelp.com/biz/union-savings-bank-ridgefield?osq=Union Savings Bank,Union Savings Bank,1.0,"Use to think this was a nice small town bank, now that they want to charge me $5 to cash my paycheck I realized it is just another blood sucking bank that doesn't care about people.",[],"{'helpful': 1, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/21/2014 18:01:13,1395424873.0,ROYU80PmLAE1sT_30YRLAA,Chris G.,23.0,12.0,43.0,"New Milford, CT",https://s3-media0.fl.yelpcdn.com/photo/2qgIPxYZu7MkAUYwHNFjrg/180s.jpg,wZTqiyEGskseH2ixnUUt7g,https://www.yelp.com/user_details?userid=wZTqiyEGskseH2ixnUUt7g,,,,,,union-savings-bank-ridgefield_13.csv,Union Savings Bank
https://www.yelp.com/biz/liberty-bank-wethersfield?osq=Liberty Bank,Liberty Bank,1.0,"Not specifically this branch, but as a bank, Liberty has shown they do not care about their customers. They acknowledged my account had fraudulent charges but continue to tell me there is nothing they can do! Worst bank, do not trust them with your money!!!",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",06/29/2022 21:20:40,1656537640.0,tbDjBqwDMrD20ErdiF61pA,Benjamin L.,0.0,0.0,5.0,"Rocky Hill, CT",,sQjwp94vI-gk9LLK2Mdcxw,https://www.yelp.com/user_details?userid=sQjwp94vI-gk9LLK2Mdcxw,,,,,,liberty-bank-wethersfield_1.csv,Liberty Bank
https://www.yelp.com/biz/jewett-city-savings-bank-stonington?osq=Jewett City Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,jewett-city-savings-bank-stonington_3.csv,Jewett City Savings Bank
https://www.yelp.com/biz/union-savings-bank-southbury?osq=Union Savings Bank,Union Savings Bank,1.0,"I have been a customer of Union saving since the bank moved into town  The  people that worked there were great but now the  new management leaves a lot to be desired .  I needed a certain seal for some papers, I was told it would cost me $ 20.00 and I had to show probate papers and death certificate which really had me wondering why. I went to People's United where I have another account and they did what I needed with just a ID and no charge .  Union savings bank is not what it use to be. I will be looking into changing banks",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/17/2018 04:12:20,1521259940.0,uyxpalXQi-u8MCiYjUznxg,R M.,0.0,0.0,1.0,"Southbury, CT",,dnOYmNgGa4pLXkiU0S7Pgw,https://www.yelp.com/user_details?userid=dnOYmNgGa4pLXkiU0S7Pgw,,,,,,union-savings-bank-southbury_6.csv,Union Savings Bank
https://www.yelp.com/biz/union-savings-bank-southbury?osq=Union Savings Bank,Union Savings Bank,1.0,"Use to think this was a nice small town bank, now that they want to charge me $5 to cash my paycheck I realized it is just another blood sucking bank that doesn't care about people.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",03/21/2014 18:00:51,1395424851.0,WFuRxeNWbhTmuKBneCLXaw,Chris G.,23.0,12.0,43.0,"New Milford, CT",https://s3-media0.fl.yelpcdn.com/photo/2qgIPxYZu7MkAUYwHNFjrg/180s.jpg,wZTqiyEGskseH2ixnUUt7g,https://www.yelp.com/user_details?userid=wZTqiyEGskseH2ixnUUt7g,,,,,,union-savings-bank-southbury_6.csv,Union Savings Bank
https://www.yelp.com/biz/savings-bank-of-danbury-new-fairfield?osq=Savings Bank of Danbury,Savings Bank of Danbury,5.0,"The staff is very friendly and helpful, kept very clean been using this bank for over 30 years.",[],"{'helpful': 0, 'thanks': 0, 'love_this': 0, 'oh_no': 0}",01/19/2018 18:25:25,1516386325.0,V5V7u3VXStN47tVDe68koQ,Kara D.,59.0,6.0,5.0,"New Fairfield, CT",https://s3-media0.fl.yelpcdn.com/photo/jLH-C59ytMZLMiB8y1rOuA/180s.jpg,Ipfv8N4FSwpI3Z5XATLQzw,https://www.yelp.com/user_details?userid=Ipfv8N4FSwpI3Z5XATLQzw,,,,,,savings-bank-of-danbury-new-fairfield_3.csv,Essex Savings Bank
https://www.yelp.com/biz/ion-bank-south-windsor?osq=Ion Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,ion-bank-south-windsor_1.csv,Ion Bank
https://www.yelp.com/biz/union-savings-bank-washington-depot?osq=Union Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,union-savings-bank-washington-depot_12.csv,Union Savings Bank
https://www.yelp.com/biz/essex-savings-bank-old-lyme?osq=Essex Savings Bank,,,,,,,,__NO_REVIEWS_FOUND__,,,,,,,,,,,,,,essex-savings-bank-old-lyme_4.csv,Essex Savings Bank
https://www.yelp.com/biz/liberty-bank-southington?osq=Liberty Bank,Liberty Bank,3.0,Ok for construction loan. Process a little confusing and not explained too well.,[],"{'helpful': 1, 'thanks': 0, 'love_this': 1, 'oh_no': 0}",06/19/2015 02:27:14,1434680834.0,e1L4qkjGoR39TaejUNmUGQ,Sarah M.,18.0,11.0,111.0,"Bristol, CT",https://s3-media0.fl.yelpcdn.com/photo/B3wNXR17LHxB6pHavZhJXg/180s.jpg,lWrCJ_BVcssM8q1zFpCHQA,https://www.yelp.com/user_details?userid=lWrCJ_BVcssM8q1zFpCHQA,,,,,,liberty-bank-southington_7.csv,Liberty Bank
